"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Gerrit Cole","Astros","KC @ HOU",".59","7.18","28.29","5.47","3.31","1.17",".16",".82","1.76","8.89","29.91","47.81","27.97","13125"
"Chris Sale","Red Sox","SEA @ BOS",".49","6.51","26.69","5.61","3.60","1.13",".09",".79","2.10","8.25","25.40","42.29","23.80","10603"
"Domingo German","Yankees","NYY @ TB",".49","6.34","26.46","5.82","3.98","1.05",".18",".61","2.30","6.49","20.91","36.29","19.57","17149"
"Rich Hill","Dodgers","LAD @ NYM",".40","5.78","24.53","4.45","2.76",".87",".07",".75","3.25","6.57","19.65","34.05","18.43","4806"
"Luke Weaver","Cardinals","STL @ MIL",".40","6.30","26.42","5.96","3.78","1.16",".11",".92","2.17","6.15","19.02","33.44","17.73","16918"
"Dereck Rodriguez","Giants","SD @ SF",".41","6.37","26.56","6.32","4.28","1.26",".28",".51","1.78","5.80","18.96","33.30","17.61","14509"
"Jerry Blevins","Mets","LAD @ NYM",".31","5.93","25.34","4.65","2.69",".93",".06",".97","3.40","6.58","18.82","33.23","17.68","7841"
"Jose Berrios","Twins","TEX @ MIN",".45","6.07","25.86","5.71","3.60","1.22",".11",".78","2.54","6.05","18.40","32.80","17.24","14168"
"Carlos Rodon","White Sox","OAK @ CWS",".33","5.55","23.80","4.82","2.81",".95",".07",".99","2.81","6.54","18.13","31.70","17.04","16137"
"Felix Pena","Angels","TOR @ LAA",".33","5.91","25.11","5.30","2.98","1.07",".06","1.19","2.55","6.30","17.90","31.54","16.68","13403"
"Trevor Williams","Pirates","ARI @ PIT",".42","6.47","26.46","5.58","3.74","1.17",".15",".52","2.09","4.57","17.94","31.10","16.31","16977"
"Brandon McCarthy","Braves","BAL @ ATL",".37","5.95","24.63","5.74","3.66","1.14",".05",".89","1.48","4.98","16.98","29.25","15.46","4662"
"Nick Pivetta","Phillies","PHI @ WSH",".36","5.87","25.69","5.99","3.92","1.14",".12",".80","2.71","5.46","15.28","28.92","14.46","15454"
"Clay Buchholz","Diamondbacks","ARI @ PIT",".33","6.36","26.64","6.31","4.13","1.28",".16",".74","1.89","4.32","15.26","27.81","14.01","3543"
"Adam Plutko","Indians","DET @ CLE",".37","6.09","25.82","6.42","3.70","1.59",".10","1.04","1.64","4.87","15.23","27.73","14.03","15846"
"Jefry Rodriguez","Nationals","PHI @ WSH",".34","5.75","25.22","5.58","3.58","1.03",".09",".87","3.02","5.29","14.63","27.88","13.81","17018"
"Eric Lauer","Padres","SD @ SF",".32","5.87","25.78","6.33","4.25","1.37",".23",".48","2.47","5.07","14.44","27.82","13.66","19316"
"Jhoulys Chacin","Brewers","STL @ MIL",".32","5.65","24.37","5.25","3.37","1.05",".09",".74","2.74","4.85","14.66","27.01","13.65","2608"
"German Marquez","Rockies","MIA @ COL",".34","5.54","24.22","6.23","3.99","1.29",".19",".76","1.87","5.23","14.45","26.97","13.57","15038"
"Matt Boyd","Tigers","DET @ CLE",".34","6.18","27.12","6.31","3.68","1.53",".07","1.04","2.87","4.91","13.73","26.84","12.99","15440"
"Sal Romano","Reds","CHC @ CIN",".29","5.91","25.66","6.01","3.48","1.32",".12","1.09","2.46","4.97","13.99","26.55","13.03","13690"
"Sam Gaviglio","Blue Jays","TOR @ LAA",".37","5.76","24.43","5.67","3.47","1.06",".07","1.08","2.03","4.51","14.36","26.09","13.17","12778"
"Mike Montgomery","Cubs","CHC @ CIN",".41","5.60","23.90","5.26","3.47","1.01",".09",".70","2.40","4.29","14.19","25.87","13.10","4869"
"David Hess","Orioles","BAL @ ATL",".34","6.10","26.18","6.23","3.87","1.40",".20",".76","2.27","4.17","13.66","26.07","12.63","16130"
"Caleb Smith","Marlins","MIA @ COL",".31","5.36","24.14","5.93","3.59","1.29",".20",".85","2.74","5.28","12.71","25.28","12.19","14875"
"Matt Andriese","Rays","NYY @ TB",".21","5.20","22.02","5.17","3.04","1.07",".08",".98","1.66","4.80","13.93","24.30","12.76","12022"
"Paul Blackburn","Athletics","OAK @ CWS",".36","5.94","25.79","6.40","4.28","1.17",".20",".75","2.29","4.09","12.55","24.73","11.70","14739"
"Jason Hammel","Royals","KC @ HOU",".19","5.80","25.56","6.92","4.33","1.47",".16",".96","1.89","4.15","10.75","22.20","10.05","4538"
"Marco Gonzales","Mariners","SEA @ BOS",".20","4.90","21.64","5.74","3.57","1.34",".10",".73","1.70","3.68","9.75","19.18","9.06","15467"
"Bartolo Colon","Rangers","TEX @ MIN",".25","5.41","23.86","6.88","4.08","1.56",".17","1.07","1.28","2.88","7.89","17.29","7.14","375"
