"Heath Fillmyer",5100,KCR,SP,BAL,20.50092,2.0646,11.16
"Dylan Bundy",7000,BAL,SP,KCR,21.94008,4.2036,13.56
"Luis Castillo",7500,CIN,SP,STL,20.00349,5.06655,12.51
"Daniel Poncedeleon",7100,STL,SP,CIN,22.95482,8.03656,15.82
"Carlos Rodon",8100,CHW,SP,BOS,23.78322,9.35706,16.62
"Eduardo Rodriguez",8200,BOS,SP,CHW,28.27848,8.874,19.72
"Yovani Gallardo",5000,TEX,SP,MIN,13.63298,1.81032,7.94
"Jose Berrios",7800,MIN,SP,TEX,24.11745,3.63713,15.61
"Clayton Kershaw",12100,LAD,SP,ARI,33.89346,17.88198,24.94
"Patrick Corbin",11500,ARI,SP,LAD,25.98434,2.90635,15.71
"Daniel Mengden",4800,OAK,SP,SEA,20.52688,2.45993,11.77
"James Paxton",9300,SEA,SP,OAK,26.8681,14.89026,20.51
"Robbie Erlin",4900,SDP,SP,COL,19.8947,7.34678,13.58
"Jon Gray",8800,COL,SP,SDP,33.45005,7.3899,19.55
"Kevin Gausman",7900,ATL,SP,PIT,26.9675,3.5098,16.1
"Chris Archer",7200,PIT,SP,ATL,27.49626,6.55776,17.82
"Kyle Hendricks",8300,CHC,SP,PHI,24.1725,12.32358,17.58
"Stephen Strasburg",9000,WAS,SP,MIL,28.49904,12.42216,19.44
"Zach Eflin",6900,PHI,SP,CHC,21.23553,4.14468,11.91
"Steven Matz",7500,NYM,SP,SFG,23.8855,5.00526,14.26
"Daniel Norris",5100,DET,SP,NYY,19.60083,4.8093,11.73
"Derek Holland",7900,SFG,SP,NYM,25.60059,5.33763,14.31
"Chase Anderson",7400,MIL,SP,WAS,21.23985,6.1944,13.35
"Marco Estrada",5200,TOR,SP,MIA,25.85859,3.30696,15.31
"Felix Pena",6200,LAA,SP,HOU,18.09693,2.0577,10.83
"Josh James",0,HOU,SP,LAA,13.33,13.33,13.33
"Shane Bieber",8000,CLE,SP,TBR,24.21645,7.85175,16.53
"Blake Snell",10700,TBR,SP,CLE,26.68107,5.52077,15.91
"Wei-Yin Chen",6700,MIA,SP,TOR,20.48975,1.6605,10.25
"Masahiro Tanaka",9700,NYY,SP,DET,27.0242,9.2535,19.9
